,bioplanet_83_MAP kinase pathway regulation through dual specificity phosphatases_View_T8,bioplanet_1328_T cell receptor/Ras pathway_View_cDC,bioplanet_301_Autoimmune thyroid disease_View_NK,bioplanet_333_Salmonella infection_View_NK,bioplanet_304_Graft-versus-host disease_View_B,bioplanet_167_Eukaryotic protein translation_View_cM,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_B,bioplanet_898_Generation of second messenger molecules_View_NK,bioplanet_98_Activation of PKC through G-protein coupled receptors_View_B,bioplanet_78_Beta-arrestins in GPCR desensitization_View_cDC,bioplanet_686_Interferon alpha/beta signaling_View_T4,bioplanet_303_Allograft rejection_View_B,bioplanet_303_Allograft rejection_View_NK,bioplanet_333_Salmonella infection_View_cM,bioplanet_913_eIF4E release_View_cDC,bioplanet_686_Interferon alpha/beta signaling_View_T8,bioplanet_1510_Cross-presentation of particulate exogenous antigens (phagosomes)_View_ncM,bioplanet_537_Inhibitor of DNA binding (ID) signaling pathway_View_cDC,bioplanet_298_Type 1 diabetes mellitus_View_B,bioplanet_12_Granzyme A-mediated apoptosis pathway_View_T8,bioplanet_324_CTL mediated immune response against target cells_View_T8,bioplanet_640_Alpha-4 beta-7 integrin signaling_View_T4,bioplanet_686_Interferon alpha/beta signaling_View_NK,bioplanet_1698_Translation factors_View_T8,bioplanet_611_Interferon signaling_View_cDC,bioplanet_333_Salmonella infection_View_T8,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_T4,bioplanet_304_Graft-versus-host disease_View_NK,bioplanet_166_eIF2 regulation_View_cM,bioplanet_1141_Diurnally regulated genes with circadian orthologs_View_cDC,bioplanet_564_PD-1 signaling_View_NK,bioplanet_921_CD28 co-stimulation_View_cDC,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_ncM,bioplanet_686_Interferon alpha/beta signaling_View_ncM,bioplanet_464_Antigen processing and presentation_View_NK,bioplanet_776_Prostaglandin biosynthesis and regulation_View_T4,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_T8,bioplanet_474_Intestinal immune network for IgA production_View_NK,bioplanet_669_TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_View_NK,bioplanet_1287_eIF4E and p70 S6 kinase regulation_View_NK,bioplanet_1495_CHL1 interactions_View_T4,bioplanet_300_Asthma_View_B,bioplanet_50_Lck and Fyn tyrosine kinases in initiation of T cell receptor activation_View_T8,bioplanet_926_Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_View_B,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_cM,bioplanet_611_Interferon signaling_View_ncM,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_cDC,bioplanet_304_Graft-versus-host disease_View_T8,bioplanet_1404_Cap-dependent translation initiation_View_T8,bioplanet_611_Interferon signaling_View_B,bioplanet_686_Interferon alpha/beta signaling_View_B,bioplanet_1404_Cap-dependent translation initiation_View_cDC,bioplanet_298_Type 1 diabetes mellitus_View_NK,"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S_View_T8",bioplanet_1529_Endosomal/vacuolar pathway_View_cM,bioplanet_1529_Endosomal/vacuolar pathway_View_B,bioplanet_1510_Cross-presentation of particulate exogenous antigens (phagosomes)_View_cM,bioplanet_329_T helper cell surface molecules_View_T8,bioplanet_690_NF-kappaB activation_View_B,bioplanet_901_Costimulation by the CD28 family_View_NK,bioplanet_924_TRAF6-mediated induction of TAK1 complex_View_B,bioplanet_1764_Arachidonate epoxygenase/epoxide hydrolase pathway_View_B,bioplanet_8_PI3K subunit p85 role in regulation of actin organization and cell migration_View_cM,bioplanet_686_Interferon alpha/beta signaling_View_cM,bioplanet_1361_Interleukin-2/STAT5 pathway_View_NK,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_NK,bioplanet_1614_Activation of the AP-1 family of transcription factors_View_NK,bioplanet_12_Granzyme A-mediated apoptosis pathway_View_NK,bioplanet_686_Interferon alpha/beta signaling_View_cDC,bioplanet_49_4-1BB-dependent immune response_View_cDC,bioplanet_1614_Activation of the AP-1 family of transcription factors_View_T8,bioplanet_87_Corticosteroids and cardioprotection_View_T4,bioplanet_243_Internal ribosome entry pathway_View_cM,bioplanet_167_Eukaryotic protein translation_View_NK,bioplanet_1168_Post-elongation processing of intronless pre-mRNA_View_B,bioplanet_322_B lymphocyte cell surface molecules_View_T8,bioplanet_1504_Cleavage of growing transcript in the termination region_View_B,bioplanet_83_MAP kinase pathway regulation through dual specificity phosphatases_View_NK,disease
2.0_IGTB195_normal_na,0.1345598643197653,0.14853610248447205,0.13804594166308554,0.24255179236499066,0.2502090692458649,0.24143294487606365,0.06992493103448276,0.09780642846058349,0.1356035303776683,0.07531521739130435,0.12043005149147727,0.27721727244485866,0.18625675675675674,0.3197631027253669,0.08780978260869565,0.12994113551980196,0.23333233921161828,0.09123641304347826,0.24106261694734027,0.13247971672167216,0.3399189515105357,0.09071005892255893,0.1431386936976257,0.21518095709570959,0.1982749741200828,0.19749216171617162,0.16386717566287878,0.18720934391606484,0.08250432389937107,0.1550288722826087,0.09513250135159489,0.12879312762973352,0.12103948132780083,0.1801247244553942,0.17297505862473275,0.06180635997067448,0.23791945132013204,0.0524174959264432,0.2643498166899442,0.08638410407614319,0.013449751420454544,0.23196530651340996,0.2509099708047728,0.24813946360153258,0.10077549528301886,0.19947217076664692,0.11612695652173914,0.1434406544312968,0.7004119365703694,0.1608643986042693,0.11593586566091954,0.7561215008933889,0.16501874106794856,0.6323878828672341,0.5915473008385744,0.5200915070242657,0.291811713836478,0.2585698464077177,0.14925258620689655,0.08144613206083179,0.23893938697318007,0.07478021346469622,0.2848758107311321,0.12451835200471699,0.12053137802607077,0.24373638268156425,0.11683694134078211,0.2537033868715084,0.14177199388586956,0.0969154891304348,0.14681798679867986,0.13284982112794613,0.2162710579514825,0.20139229378902399,0.07558855572213892,0.1132301605160516,0.11871055867415128,0.11191208876474239,0
2.0_1022_SLE_managed,0.14261555273547658,0.20363675958188154,0.14798284105397366,0.2686136049723757,0.255415320782178,0.25413559093362115,0.07952766602502406,0.10992372621240024,0.13796638251065585,0.07478201219512196,0.15322497308934338,0.2797363109018547,0.2011982230849634,0.3721751401630989,0.10211788617886179,0.14462519828680204,0.27081591296928326,0.10203696646341463,0.24398919466392102,0.15967274746192894,0.36810371925029284,0.16305938284894153,0.16489375431629835,0.21979390862944162,0.2327907592915215,0.23834322123519458,0.19667232911733046,0.2062662377038135,0.08932655685293299,0.20705284552845526,0.10971128141151311,0.16113394964594807,0.16255754266211603,0.22633013811860067,0.18491095423231704,0.09583395256779749,0.24888562817258883,0.0603384841160221,0.2735970303867403,0.10067996726007776,0.05125090823466093,0.22701282483156882,0.3027242776259274,0.2477300128328521,0.1503087996941896,0.21993242117666176,0.17382682926829268,0.1694659836572985,0.7092008292191087,0.16691948817544341,0.12892977021174207,0.7664748580020047,0.17851416548888605,0.6328548178822692,0.6062066768603466,0.5394997326489146,0.3462868405963303,0.2956419855525186,0.14997978825794034,0.09635280463474524,0.24151976259223612,0.08958534992437783,0.33507014525993883,0.17398431527140673,0.1189926335174954,0.2784140193370166,0.13303729281767956,0.2758394337016575,0.2123105945121951,0.09155396341463413,0.14721288071065988,0.19036916935773232,0.23002626692878986,0.21441582710432242,0.08353179269364355,0.1681448431010614,0.12614168364035186,0.13843845917740943,1
3.0_IGTB826_normal_na,0.08564492143658811,0.1425054945054945,0.1267735724097331,0.2437089710884354,0.23957803014165516,0.2469793516463189,0.07494124454148472,0.09825364937641723,0.10100771990018714,0.07006770833333334,0.12596943697849808,0.26643184232267203,0.17060262686155545,0.3207146553983229,0.09295673076923078,0.1308980133364899,0.25948958333333333,0.06447686298076924,0.23226886361328322,0.13368897306397307,0.3239119560994561,0.1090478890315219,0.14707850366709183,0.22843280303030303,0.2064760187728938,0.2100155723905724,0.12951464216944802,0.1759044611747138,0.09143324757004002,0.16720252403846156,0.09944770408163266,0.133049317617866,0.12937771604938272,0.1825453800154321,0.15791017888636935,0.0712672574433724,0.19581873421717172,0.037902237457483,0.24459422831632655,0.09777097505668934,0.034637997432605906,0.21163386098981077,0.26152729215229215,0.23594024745269285,0.09576705188679245,0.20130794385655496,0.11416846153846152,0.13453347499384086,0.7218051145011761,0.16303714389686008,0.12338477415393014,0.776944942044257,0.15149282154722354,0.6464602826510721,0.5802163696715584,0.5442792333818535,0.3460861340408805,0.26152913752913753,0.08316903202328967,0.08264184736394559,0.22592230713245995,0.07564519650655022,0.28595961084905663,0.12305099621658803,0.11866007653061224,0.2510023915816327,0.12314961734693877,0.25640433673469387,0.14553515625,0.09319591346153847,0.10738914141414141,0.13780644701183853,0.21038398472596587,0.21059768907563026,0.08567410290487944,0.13198123278236915,0.12874196455773332,0.07529790249433106,0
2.0_1326_SLE_managed,0.12962743055555556,0.16919908163265307,0.1306354098761408,0.21772925494350281,0.2416982712409542,0.212121893897746,0.06483093406593407,0.08717961393596986,0.08988265306122449,0.06667059523809524,0.1202093778617216,0.2671030591030591,0.17613527828676134,0.3146776869158879,0.08435666666666666,0.12146351651278409,0.2510329081632653,0.08411339285714285,0.231926718630207,0.14479749053030302,0.35105939685314685,0.12727177452177452,0.13692581435381357,0.1725035056818182,0.20480482142857143,0.19363811553030305,0.17871594551282052,0.17890083712277802,0.06571839422259983,0.17537535714285715,0.08957760388190267,0.13172428571428574,0.1296966530612245,0.18615625,0.16050328259050012,0.09055157745480326,0.23509360795454545,0.05206731108757062,0.26095219809322034,0.0804817561205273,0.046428857600732606,0.21828841575091573,0.2785224431818182,0.24629642857142856,0.1059868691588785,0.2030406037414966,0.11696528571428573,0.1660798919068736,0.6629216259339975,0.15607359530350604,0.11395179429945056,0.7471632485322897,0.15561342136381554,0.5893437350478469,0.5896458203530633,0.514726343101343,0.32639846670560746,0.27625502622377623,0.09714606227106228,0.07856313265065913,0.2384070512820513,0.06997978806907379,0.2807642523364486,0.13239892304322431,0.10312736581920903,0.27231475105932207,0.14145180084745762,0.22087076271186443,0.1549808482142857,0.08343371428571428,0.12211508522727273,0.16257468457468457,0.18389269025367158,0.18287848953140579,0.06576295986622074,0.16868811983471074,0.1030151098901099,0.1462768361581921,1
4.0_HC-516_normal_na,0.10049084060948467,0.1721396103896104,0.124877331002331,0.22191433566433566,0.25074979797237734,0.226804571754186,0.06315302710843373,0.0854408831908832,0.07616458691910499,0.07485265151515151,0.11280128003556558,0.27763485021165746,0.1678968688968689,0.3270423807749627,0.07773787878787879,0.1182395030816641,0.22083997844827585,0.08991107954545453,0.24160976463995518,0.10220942475603492,0.31911325115562406,0.09118742771223687,0.1330040883595571,0.22406540832049307,0.19284802489177488,0.19833012326656393,0.15101279493407357,0.1712307834441981,0.07252926432732693,0.1857907196969697,0.08486399353334838,0.13014222873900294,0.10939847701149426,0.16183766612787356,0.15838649313649314,0.06810371941528061,0.18211965523882898,0.04754624368686869,0.24394398310023307,0.08688552188552189,0.023310418112421932,0.23420973895582328,0.24406035913239302,0.24234979919678715,0.08687210134128166,0.18844798508483854,0.10566072727272728,0.12737302228569283,0.7163869177026827,0.15624915286144578,0.1069603609751506,0.762574595267746,0.1492200357781753,0.6444197686048713,0.5524432025169731,0.5078318273092369,0.28955407041728765,0.2434782801943819,0.07393963353413655,0.08013265669515669,0.23702284136546184,0.08027710843373494,0.2888626816318927,0.11241313105439643,0.10587651515151515,0.28336706002331,0.14628747086247088,0.2387256216006216,0.1336473721590909,0.08515295454545456,0.12798197226502311,0.13476726231783484,0.19509138812007665,0.18325548471136704,0.08408715295966475,0.10191101694915253,0.11240757214906137,0.12846458171458172,0
2.0_1338_SLE_managed,0.11172977346278318,0.16295698051948052,0.13842142129393786,0.2787164045253863,0.2877154001209434,0.2841296834779293,0.07353095041322313,0.10420610283296541,0.09715796930342385,0.08623958333333334,0.13958057843288177,0.31998865311592584,0.1872046715589762,0.39791980686115613,0.09359185606060606,0.13853107301779935,0.2630445574162679,0.10254900568181818,0.2784097251585624,0.13549062837108955,0.3707976101568335,0.15810755336617405,0.14848443967301322,0.24653742718446603,0.21495052083333333,0.2412888349514563,0.15085498768472907,0.18935949361977064,0.09955965448651834,0.19603515624999998,0.10522225486007264,0.14444446480938417,0.12134452153110047,0.17786589787679427,0.1765994706074728,0.09938986771015414,0.2172244134304207,0.049414355684326706,0.283739755794702,0.1070961491292617,0.0474310729679803,0.27181243801652893,0.29272703510082154,0.25631038567493114,0.1171062925445705,0.20203536540214173,0.11732477272727274,0.14984252900781436,0.7355012523828524,0.17364112062180243,0.12238487861570249,0.781557207347447,0.16619975358077932,0.6624581133253847,0.6158437106068791,0.5599129935720845,0.3644395512560778,0.31877010206621853,0.08687500000000001,0.09296351867181751,0.24757694214876033,0.0902133412042503,0.3601474878444085,0.14365724713837114,0.13330237306843268,0.3137342715231788,0.15963187086092714,0.29030601545253865,0.15794779829545455,0.084909375,0.12829668284789644,0.18127972769567596,0.24854454156054642,0.223150759641605,0.09131180380883938,0.1439796263606943,0.1342836152219873,0.12679405813097866,1
2.0_1234_SLE_managed,0.11152983870967742,0.13703165584415586,0.1270228210097396,0.19610292850990527,0.24295724331235247,0.18605187328481088,0.06250291330645161,0.07260885012919896,0.10552304147465437,0.06984990530303031,0.12128709744144603,0.267119033347864,0.1713742230602696,0.2612526834009466,0.07162973484848484,0.12287818170362902,0.21100205592105264,0.08581569602272726,0.232306193735934,0.11147923387096774,0.3183261476426799,0.08508805725277212,0.1420248708010336,0.17293354032258065,0.20725179247835498,0.17689976478494623,0.18862687754582486,0.17080730446839354,0.06470030425963488,0.14462133049242423,0.07486194465282987,0.11567448680351906,0.1308600657894737,0.19804771021792764,0.1505826474622771,0.06036042309966494,0.24112666330645163,0.03785699289405685,0.2311420784883721,0.07011484352569623,0.022723968940936864,0.21940272177419357,0.2203039081885856,0.22816559139784945,0.11198455882352941,0.19580059523809523,0.1265830681818182,0.14062058418568057,0.6556384666372073,0.1509830609158986,0.10788894751764114,0.7148955479452055,0.15172693948680968,0.593756331352575,0.5709207798061754,0.49693318772401435,0.25107584305273833,0.23537220843672457,0.12716238239247313,0.06588904141544645,0.21916209677419354,0.06409266993087558,0.23312753549695742,0.14341691889579106,0.09460964685615848,0.30639421834625324,0.1693989018087855,0.22940046296296296,0.17031960227272727,0.08018863636363636,0.1492197177419355,0.12168891434713737,0.14673029556650247,0.1732903556771546,0.05722442584151473,0.10529956011730206,0.09686636112153038,0.12993023255813954,1
3.0_FLARE016_SLE_treated,0.09304695964621337,0.16237450396825395,0.14249604752218936,0.26648803084935896,0.2512575286212046,0.25418488761358204,0.07902227891156463,0.1118150874732906,0.07733369776482021,0.0773761574074074,0.14875369157462284,0.27945148464791325,0.19201341606029104,0.37313214769647696,0.09708796296296297,0.15448269589552238,0.2758281705539358,0.07524999999999998,0.24329040104413857,0.1115349295190713,0.3330498851894374,0.12085853687739465,0.18047408353365385,0.24456141791044775,0.2422826140873016,0.23196196102819236,0.16383903556034482,0.19879757856472796,0.10717287509238728,0.1858817997685185,0.11572679513027295,0.13848611111111112,0.16588760932944607,0.2522734375,0.17976188568376067,0.07351974416017798,0.1885044776119403,0.055135178786057684,0.2590978816105769,0.10428674768518519,0.028303744612068967,0.2266687358276644,0.27520250669728286,0.24400725623582767,0.1394226056910569,0.24281131125919753,0.15982013888888888,0.1361803543259313,0.7325238431132011,0.1704828514739229,0.13537028326955783,0.7629524353120244,0.16993601855992843,0.6498641965610543,0.6200802393857272,0.5515273998488284,0.35352690548780485,0.26956986222732493,0.07198880385487529,0.09448158720619658,0.2340930839002268,0.08436661807580174,0.33460158790650407,0.18933427654979673,0.12296402243589744,0.21738446514423077,0.09157542067307692,0.2797127403846154,0.22115538194444442,0.09163576388888889,0.13048594527363183,0.15297184806034483,0.2268526132404181,0.21463868071266967,0.07740801538006507,0.12824355495251016,0.12221798370510994,0.08937560096153846,1
4.0_1325_SLE_managed,0.12034066033820935,0.17732410714285712,0.14914390882554945,0.22882059151785714,0.24411491267690455,0.20424797860962565,0.07229408529741863,0.10259161086309523,0.09468775052108386,0.07420833333333333,0.13271757417929292,0.2697316217732884,0.20105544160231661,0.32722556060606056,0.10597083333333335,0.14315740072070493,0.23867380136986302,0.11533359375,0.23500534740166523,0.17966131730469967,0.3650476459814695,0.09009113355780023,0.1614764665876116,0.19229313025210085,0.23014761904761905,0.20251578548085902,0.10546357323232323,0.20766426665940768,0.07206520661157025,0.19824375,0.11022733654953917,0.12950887096774194,0.15631979452054795,0.23289784888698634,0.1773831638558201,0.06308410448571738,0.17246170343137254,0.07151336960565477,0.2596149204799107,0.09856179728835979,0.027182091750841752,0.2196756967826412,0.2824648513251455,0.2429548353909465,0.12837064727272726,0.2206815680039139,0.13961025,0.17921335200746966,0.6706226657329599,0.16426495861391696,0.1282307931748036,0.750455308219178,0.17797069663621262,0.6011189452389143,0.5862662626262626,0.512421654819803,0.27737945454545454,0.25741646915176325,0.10479819023569023,0.09438612971230158,0.23362338196782642,0.08974533028699695,0.2896516818181818,0.1773843096590909,0.09893802083333333,0.20075230189732143,0.09044542410714286,0.27055505952380954,0.207825390625,0.07593187500000001,0.07566854575163398,0.13623693415637858,0.18092446753246752,0.20013304227941178,0.07879570463084956,0.1639909281894576,0.11538178947093676,0.13575967261904762,1
2.0_1760_SLE_managed,0.11897651195499297,0.18526642857142858,0.13385751071683735,0.2523094040247678,0.2729457217113155,0.23791075929004235,0.09114438524590164,0.08240013329893361,0.15130913348946134,0.07439625,0.16072075866409954,0.297155183872397,0.1806094678269601,0.34662256912792466,0.06921666666666666,0.16257162776898731,0.27800374251497006,0.09375625,0.2601291460160122,0.12217768987341772,0.3613209347614411,0.10859564244339126,0.1799768164667183,0.2389473924050633,0.23565386904761904,0.22396476793248946,0.20649637144549762,0.1840356792267613,0.09153360404408718,0.1932796875,0.08252052331968442,0.1523717741935484,0.17048269461077845,0.23673418787425152,0.17333153690326034,0.06659434719461856,0.23366819620253163,0.04625296697626419,0.2662118324303406,0.11002737644765509,0.027991928317535542,0.2348079918032787,0.28418476144109056,0.24974795081967213,0.1473101230628988,0.22718409609352724,0.1662898,0.1372884841000309,0.7207201838044044,0.1819173619242779,0.15673287013319673,0.7555387671232877,0.16157738138094896,0.6520491117033089,0.6232062063202674,0.5818611111111112,0.3327542587739289,0.29677400194741965,0.16357718579234973,0.0857687800997592,0.24061612021857923,0.10077107728337235,0.31022192627620787,0.19047510077199178,0.13102476780185757,0.2918456849845201,0.14437438080495357,0.2707581269349845,0.22038515625,0.08445125,0.15036784810126583,0.15613684834123223,0.2165244335199896,0.21889373520305955,0.08622193513898789,0.11329654775604142,0.12691869996187571,0.13603371173030615,1
2.0_1419_SLE_managed,0.10607511574074074,0.16608234126984128,0.13733378454070203,0.26682200647249193,0.24655063444446515,0.24885328719723185,0.07772414438502674,0.102202332793959,0.09052346393102695,0.05963541666666667,0.13438979683234759,0.2725174106497636,0.18646759380739963,0.3687082843137255,0.08915046296296297,0.13953070746527776,0.2398857421875,0.11247743055555556,0.2375532893918667,0.09860894097222221,0.32175785256410255,0.10125060661207158,0.16927226183252428,0.22692421527777779,0.22712012235449736,0.19959484953703704,0.17057984531392176,0.19164628226379352,0.09009802139037433,0.19093055555555555,0.0982803006576887,0.1517195340501792,0.15480242187499998,0.23421136474609375,0.17086120100683205,0.06377883853356424,0.20796106770833334,0.04649236448220065,0.27531128640776703,0.08796862639338367,0.020451632165605096,0.21799759358288773,0.24945349893162394,0.25035306850012734,0.13995127058823528,0.22014257812500002,0.15609083333333332,0.13223413787262872,0.7202627473363775,0.1659473334788461,0.13198515983097783,0.7614990487062405,0.16423916233912847,0.6494115131578947,0.6346559477124183,0.5416503267973857,0.3516161029411765,0.2547212873931624,0.09158858543417367,0.08492533036677455,0.23850599694423222,0.08590379788278947,0.32539713235294115,0.18837451286764706,0.11134530744336571,0.25828155339805825,0.13238252427184466,0.2533383899676375,0.20613585069444446,0.10428958333333334,0.1390401388888889,0.13730997876857748,0.22103344537815126,0.19572958309537408,0.07326150895140665,0.10320858585858586,0.11582385364293708,0.10730663430420712,1
2.0_1243_SLE_managed,0.0934404617253949,0.15349209183673468,0.12696062719959778,0.20249986383442267,0.22833602504943967,0.20763228398041514,0.07182824324324324,0.08287885802469136,0.08421525096525095,0.056636904761904756,0.1071821329988717,0.2534788166544923,0.1711753665430136,0.2981077080890973,0.06750416666666667,0.11506192569106927,0.21271854166666665,0.09451428571428572,0.22017473287240727,0.08064499797488862,0.28784804654640617,0.07193072569668314,0.130195108251634,0.19526924058323206,0.184690412414966,0.15480283009315512,0.13894185203094778,0.17088625856846804,0.063851246935948,0.14527656249999998,0.08034429685852837,0.12168087557603686,0.11410116666666667,0.16038531250000002,0.15140803276042927,0.05554803352675693,0.1822383429526124,0.03947494553376907,0.22887500000000002,0.0771250302590172,0.015384590586718245,0.19697072072072072,0.2045443032059071,0.2400599099099099,0.10170297772567409,0.18038319444444445,0.1107525,0.12036872091989449,0.6893104495747266,0.1542538207850708,0.11412816722972972,0.7370384050880626,0.15217468460252317,0.6108112596192791,0.5625439624853459,0.5158753753753753,0.2837852432590856,0.21018342835779044,0.07498648648648648,0.07043178104575164,0.23583243243243243,0.0819073359073359,0.2667523813012896,0.11349069002784291,0.1050363834422658,0.2515357434640523,0.12395065359477124,0.23761478758169935,0.12982349330357143,0.08580303571428571,0.11800844471445929,0.11619482054588437,0.17421323898844415,0.1708646674356017,0.0492617508813161,0.09051041091350934,0.10387759270898805,0.10197766884531591,1
4.0_HC-531_normal_na,0.10876974358974359,0.16175245098039212,0.12914208858992965,0.22787908200290277,0.23433001234030196,0.25218536998132585,0.06095546875,0.08330918400258024,0.0693579400510204,0.06719975490196078,0.11649590987839957,0.2595979428088803,0.17309353548032794,0.37027199074074074,0.1318921568627451,0.12254752403846153,0.24892415048543687,0.09004503676470588,0.2259643203211517,0.1309801923076923,0.3360203550295858,0.09042964028358903,0.13494242108127721,0.2059139846153846,0.1999122023809524,0.21102282051282048,0.13248551908995815,0.17457683457821516,0.08598976370851372,0.1876858660130719,0.0819162179877335,0.14370841239721696,0.12840873786407767,0.17945752427184464,0.15390058503108817,0.07102088254150357,0.18511807692307694,0.045078994315432996,0.24858159470246735,0.09080203461807236,0.022040713258368202,0.22256604662698412,0.2573790532544379,0.23014119543650796,0.10635080357142858,0.21040435737401755,0.105385,0.1468553846153846,0.6938414436248683,0.14903436569940476,0.10094603329613096,0.7654344614558152,0.15336114861443953,0.6235769365721998,0.602148258377425,0.47754381613756614,0.33233723958333333,0.2519599408284024,0.0686587921626984,0.07970351052249637,0.22615389384920634,0.07517384141156462,0.32679442584325397,0.13258161272321428,0.10412060957910013,0.23881236393323657,0.10850515239477503,0.25172224238026125,0.1415611213235294,0.08613014705882352,0.10392423076923075,0.14175334873314738,0.2271968537414966,0.18074985059335782,0.07172835791925466,0.13235006993006995,0.10308428502214839,0.12289812127076279,0
2.0_1329_SLE_managed,0.11254980842911878,0.15260130952380951,0.13403043081220456,0.2600129189944134,0.2424826219512195,0.24160943994364212,0.07055175,0.0984175395716946,0.08274285714285715,0.05806541666666667,0.1260001177763819,0.26649619932432433,0.18134735014343953,0.3541232784431138,0.0850188888888889,0.1259882513170498,0.2715871323529412,0.093714375,0.23354960029069768,0.16789764261387824,0.38331854799096177,0.11214754327191513,0.1462117558484637,0.1805896743295019,0.20283066468253969,0.21603466900808854,0.1872836055276382,0.18813208543398283,0.07856404463799674,0.1823832638888889,0.10176342584249415,0.13576451612903226,0.143103,0.19486838235294118,0.17049350817297745,0.09033015885881018,0.24379525862068965,0.0470747352188082,0.2587228962988827,0.08514377715704531,0.032818310301507544,0.21672380208333336,0.28825798212005105,0.23974916666666668,0.11455479041916168,0.2091060574229692,0.12486143333333333,0.1668657991464972,0.6697094289613184,0.15477458147321427,0.1122673828125,0.7535249543378996,0.16071636676627257,0.6017313190383365,0.6012025781769794,0.5097381944444445,0.3378252058383234,0.30299729835936734,0.08313177083333333,0.08318342644320298,0.23124645833333335,0.08674933035714286,0.3144428892215569,0.14032122941616765,0.11336629422718808,0.26871412360335195,0.13360174581005588,0.2518409567039106,0.154299375,0.10034508333333333,0.11688186462324393,0.15164789223897263,0.2102906757912746,0.18864689451199473,0.06741535326086957,0.16615584000928826,0.10394102470930233,0.10730097765363128,1
3.0_IGTB469_normal_na,0.07798160875652284,0.14586221042471043,0.14496279647435897,0.29162086805555554,0.2703294655667145,0.27417987012987016,0.0828005294117647,0.12016875000000002,0.08776502100840336,0.06866779279279281,0.13746380924031854,0.3009633346581876,0.19526184684684683,0.34892605519480524,0.09854617117117116,0.14234154853951891,0.26409663461538463,0.0770225929054054,0.26176742476060194,0.1327369224894998,0.3487296898405146,0.12354172739260184,0.15792568359375,0.260317313860252,0.20822041907979408,0.24642797823596793,0.14894653732042473,0.19964958333333332,0.09710737898465172,0.17467257882882883,0.1245304435483871,0.1360386878814298,0.1342843846153846,0.18672475961538462,0.17952494855967077,0.07224510386653503,0.1936751503436426,0.051110190972222226,0.26400208333333336,0.10616773148148148,0.03263212445346658,0.25071585784313727,0.302201229183188,0.24792254901960784,0.10744222727272727,0.21354061355311355,0.1234868918918919,0.1434842846366608,0.7367635103328156,0.17713195028011205,0.13476293658088234,0.7772181599407627,0.17282688953488373,0.6560071642450915,0.5959946248196248,0.5657053921568628,0.3615121347402597,0.29350566129174377,0.0810126225490196,0.09483365162037037,0.23672122549019609,0.08486102941176471,0.3095691152597403,0.13233853997564934,0.1374002361111111,0.23627302083333335,0.09983275,0.29120434027777775,0.14881492820945946,0.0946472972972973,0.12417110538373426,0.1594507339163023,0.24901150278293135,0.2246857843137255,0.09463596547314578,0.14688870665417056,0.1406062414500684,0.07910587962962963,0
2.0_1279_SLE_managed,0.09156689342403629,0.14705206237424548,0.15976137820512823,0.3398046626984127,0.2981813534907138,0.2515111329743165,0.09205240252293578,0.13483377976190475,0.09547120740498034,0.08009096244131457,0.17099084557008884,0.32979747551450533,0.2167280566280566,0.4093580301251956,0.0896913145539906,0.1719699668930072,0.2905744002998501,0.08352112676056339,0.2862433726264135,0.15234575080032012,0.38446142303075076,0.13484567291872326,0.2083417782738095,0.25269563925570226,0.2543952255197854,0.271437287414966,0.15760960636722607,0.22204256678281067,0.1065915404040404,0.17990925762910798,0.13364773425499232,0.15032564743298502,0.18896409295352323,0.2760438940685907,0.2144701278659612,0.08178950259529344,0.1968421556122449,0.06263348214285715,0.29570014880952383,0.11156296296296296,0.03427939906219151,0.2759859709480122,0.3013555960845877,0.2629322629969419,0.17570625195618153,0.2595786526379667,0.17065690140845072,0.1576669143267063,0.7352107397753622,0.18784983719692006,0.15591018312786697,0.7631430156280147,0.19241355204872646,0.6645023430424801,0.6672723222048339,0.5911649783384302,0.3715562157668232,0.3225084495336596,0.09161372324159021,0.10788854166666666,0.2470404625382263,0.10928047182175624,0.3668726097906886,0.23468924833724572,0.14310059523809524,0.2361893601190476,0.09435154761904763,0.3226549107142857,0.2441263204225352,0.10216795774647887,0.11717462484993998,0.1661156082044532,0.2195290353230494,0.2432285014005602,0.08778224720781812,0.15047976918039943,0.12739114172178365,0.08881898148148148,1
