"","Tumor_cE01_(StemTA-like)_qval","Tumor_cE03_(StemTA-like_prolif)_qval","Tumor_cE05_(Enterocyte_2)_qval","Tumor_cE02_(StemTA-likeImmature_Goblet)_qval","Tumor_cE06_(Immature_Goblet)_qval"
"bioplanet_1126_RNA polymerase I, RNA polymerase III, and mitochondrial transcription",3.13077459853555,4.03700673556826,0,4.56654292963983,2.16117219113697
"bioplanet_1332_p53 signaling pathway",3.13077459853555,5.43575369515348,0,4.91585797723938,2.6582603490473
"bioplanet_1377_CD8/T cell receptor downstream pathway",3.13077459853555,4.03700673556826,0.11267619700103,3.49795873474214,1.95116673061752
"bioplanet_1431_RANKL regulation of apoptosis and immune response",3.13077459853555,5.08964182642378,0.763890715865263,4.91585797723938,3.58864942322419
"bioplanet_197_Focal adhesion",3.13077459853555,3.67896581763017,0.539981142053585,5.34939227464052,2.75430465448774
"bioplanet_359_Porphyrin and chlorophyll metabolism",3.13077459853555,3.22331192699552,0,3.49795873474214,1.372248786702
"bioplanet_449_Pancreatic secretion",3.13077459853555,4.82876001639103,1.24029253760438,6.20895198537489,3.03766536355106
"bioplanet_544_NGF signaling via TRKA from the plasma membrane",3.13077459853555,5.00281608039784,0,4.30273421159088,0.763890715865263
"bioplanet_558_LKB1 signaling events",3.13077459853555,4.30273421159088,0,3.22331192699552,1.372248786702
"bioplanet_631_Gastrin-CREB signaling pathway via PKC and MAPK",3.13077459853555,4.47879802300237,0,4.91585797723938,1.49703532919208
"bioplanet_723_Nuclear beta-catenin signaling and target gene transcription regulation",3.13077459853555,5.43575369515348,0,4.91585797723938,1.95116673061752
"bioplanet_881_APC/C-mediated degradation of cell cycle proteins",3.13077459853555,4.65411156213159,1.95116673061752,4.91585797723938,1.372248786702
"GAVISH_3CA_MALIGNANT_METAPROGRAM_24_CILIA",3.03766536355106,3.7689357967265,0,3.85858448754514,1.09856809401842
"GAVISH_3CA_MALIGNANT_METAPROGRAM_33_RBCS",3.03766536355106,4.65411156213159,0,4.47879802300237,1.61632475605795
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_6",3.03766536355106,3.94793460398317,0,4.3908657864606,3.49795873474214
"HALLMARK_PROTEIN_SECRETION",3.03766536355106,5.34939227464052,0.539981142053585,4.65411156213159,3.13077459853555
"bioplanet_1312_Myc active pathway",3.03766536355106,4.91585797723938,0,4.47879802300237,3.7689357967265
"bioplanet_1556_HIV life cycle",3.03766536355106,4.56654292963983,0,4.65411156213159,2.26334212484057
"bioplanet_314_Amoebiasis",3.03766536355106,4.12581959490148,0,4.47879802300237,2.05721100881878
"bioplanet_722_Calcineurin-dependent NFAT signaling role in lymphocytes",3.03766536355106,5.17634218757402,0,3.94793460398317,1.372248786702
"GAVISH_3CA_MALIGNANT_METAPROGRAM_31_ALVEOLAR",2.94392816314568,3.67896581763017,0.763890715865263,3.94793460398317,1.73126325977237
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_5",2.94392816314568,6.29448326855961,1.09856809401842,5.9519440422814,2.46321203032535
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_STRESS",2.94392816314568,5.60817569519754,1.09856809401842,5.69424583091407,2.75430465448774
"HALLMARK_HEME_METABOLISM",2.94392816314568,4.56654292963983,1.372248786702,6.12335372019945,2.36395730752721
"bioplanet_260_Spliceosome",2.94392816314568,5.26292365391609,0,4.65411156213159,2.46321203032535
"bioplanet_302_Systemic lupus erythematosus",2.94392816314568,4.12581959490148,1.95116673061752,5.43575369515348,2.26334212484057
"bioplanet_472_Fc gamma receptor-mediated phagocytosis",2.94392816314568,3.40686272261997,0,4.91585797723938,1.73126325977237
"bioplanet_508_Signaling by EGFR in cancer",2.94392816314568,4.74151411741105,0.942657008357277,4.56654292963983,2.75430465448774
"bioplanet_858_Integration of energy metabolism",2.94392816314568,5.00281608039784,0,5.00281608039784,2.94392816314568
"GAVISH_3CA_MALIGNANT_METAPROGRAM_34_PLATELET_ACTIVATION",2.84949904500044,3.31532673359404,1.84267338688252,4.21439023064018,2.94392816314568
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_CYTOTOXIC",2.84949904500044,3.7689357967265,1.61632475605795,4.3908657864606,1.95116673061752
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_ENDO_3",2.84949904500044,5.00281608039784,0,4.12581959490148,2.36395730752721
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MAC_2",2.84949904500044,4.21439023064018,0,5.26292365391609,2.6582603490473
"bioplanet_1038_DNA repair",2.84949904500044,5.08964182642378,0,4.30273421159088,1.24029253760438
"bioplanet_1105_Chemiosmotic coupling formation of ATP",2.84949904500044,5.00281608039784,0,2.94392816314568,1.372248786702
"bioplanet_1371_HIF-1 transcriptional activity in hypoxia",2.84949904500044,4.3908657864606,1.24029253760438,4.65411156213159,3.58864942322419
"bioplanet_1426_Interleukin-5 regulation of apoptosis",2.84949904500044,4.3908657864606,2.36395730752721,5.34939227464052,3.67896581763017
"bioplanet_1434_Thymic stromal lymphopoietin (TSLP) pathway",2.84949904500044,4.56654292963983,1.24029253760438,4.91585797723938,1.61632475605795
"bioplanet_311_Leishmaniasis",2.84949904500044,3.94793460398317,1.372248786702,3.58864942322419,1.84267338688252
"bioplanet_411_Purine metabolism",2.84949904500044,5.00281608039784,0.11267619700103,5.26292365391609,2.05721100881878
"bioplanet_453_GnRH signaling pathway",2.84949904500044,3.67896581763017,0,4.56654292963983,2.94392816314568
"bioplanet_539_T cell receptor signaling in naive CD8+ T cells",2.84949904500044,3.7689357967265,0,2.36395730752721,1.84267338688252
"bioplanet_604_TNF-alpha signaling pathway",2.84949904500044,3.67896581763017,1.09856809401842,4.47879802300237,1.61632475605795
"bioplanet_889_Rho GTPase cycle",2.84949904500044,2.75430465448774,0,3.58864942322419,0
"GAVISH_3CA_MALIGNANT_METAPROGRAM_38_GLUTATHIONE",2.75430465448774,3.67896581763017,0.11267619700103,3.94793460398317,1.49703532919208
"GAVISH_3CA_MALIGNANT_METAPROGRAM_3_CELL_CYLCE_HMG_RICH",2.75430465448774,5.17634218757402,0.942657008357277,4.3908657864606,1.372248786702
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_STRESS_HSP",2.75430465448774,4.74151411741105,0.11267619700103,5.00281608039784,2.26334212484057
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_T_REG",2.75430465448774,4.3908657864606,1.73126325977237,3.85858448754514,2.26334212484057
"bioplanet_1167_Capped intron-containing pre-mRNA processing",2.75430465448774,5.52201319044959,0,5.17634218757402,2.16117219113697
"bioplanet_19_Caspase cascade in apoptosis",2.75430465448774,3.67896581763017,0,3.85858448754514,1.73126325977237
"bioplanet_304_Graft-versus-host disease",2.75430465448774,4.56654292963983,1.84267338688252,5.26292365391609,3.67896581763017
"bioplanet_307_Vibrio cholerae infection",2.75430465448774,4.3908657864606,0,3.22331192699552,1.24029253760438
"bioplanet_465_NOD signaling pathway",2.75430465448774,3.22331192699552,0,4.21439023064018,0.763890715865263
"GAVISH_3CA_MALIGNANT_METAPROGRAM_32_SKIN_PIGMENTATION",2.6582603490473,2.56126781642024,0,3.31532673359404,0.942657008357277
"GAVISH_3CA_METAPROGRAM_B_CELLS_PROGENITOR",2.6582603490473,3.40686272261997,0,3.85858448754514,0.763890715865263
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_MEMORY_NAIVE_1",2.6582603490473,3.58864942322419,0,4.03700673556826,2.6582603490473
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_NAIVE_2",2.6582603490473,4.12581959490148,0,4.21439023064018,2.56126781642024
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_10",2.6582603490473,4.91585797723938,0,4.30273421159088,0.942657008357277
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_MHC_II_CYTOKINE",2.6582603490473,4.3908657864606,1.09856809401842,5.17634218757402,3.03766536355106
"bioplanet_1011_Apoptosis regulation",2.6582603490473,5.00281608039784,1.24029253760438,4.65411156213159,2.46321203032535
"bioplanet_1172_DNA replication",2.6582603490473,4.91585797723938,0,5.26292365391609,2.26334212484057
"bioplanet_1272_Trefoil factor initiation of mucosal healing",2.6582603490473,2.26334212484057,0,2.36395730752721,1.372248786702
"bioplanet_1296_p73 transcription factor network",2.6582603490473,4.56654292963983,0,4.12581959490148,2.26334212484057
"bioplanet_1418_Interleukin-1 regulation of extracellular matrix",2.6582603490473,4.82876001639103,2.26334212484057,5.52201319044959,3.85858448754514
"bioplanet_1433_TSH regulation of gene expression",2.6582603490473,5.00281608039784,3.13077459853555,5.69424583091407,3.13077459853555
"bioplanet_1529_Endosomal/vacuolar pathway",2.6582603490473,4.12581959490148,1.49703532919208,4.74151411741105,3.49795873474214
"bioplanet_194_Oocyte meiosis",2.6582603490473,4.3908657864606,0,3.94793460398317,1.95116673061752
"bioplanet_301_Autoimmune thyroid disease",2.6582603490473,4.30273421159088,1.84267338688252,5.17634218757402,3.22331192699552
"bioplanet_362_Glycolysis and gluconeogenesis",2.6582603490473,4.12581959490148,0.942657008357277,4.74151411741105,2.6582603490473
"bioplanet_445_Vascular smooth muscle contraction",2.6582603490473,4.12581959490148,0,4.65411156213159,2.94392816314568
"bioplanet_455_Melanogenesis",2.6582603490473,3.67896581763017,0,4.21439023064018,0
"bioplanet_510_Signaling by ERBB4",2.6582603490473,4.47879802300237,0,3.67896581763017,1.61632475605795
"bioplanet_519_Signaling by NOTCH",2.6582603490473,4.12581959490148,1.372248786702,3.58864942322419,2.26334212484057
"bioplanet_520_Signaling by NOTCH1",2.6582603490473,3.40686272261997,0,3.13077459853555,1.61632475605795
"bioplanet_845_Phospholipid metabolism",2.6582603490473,4.65411156213159,1.24029253760438,5.69424583091407,1.73126325977237
"GAVISH_3CA_MALIGNANT_METAPROGRAM_15_EMT_4",2.56126781642024,4.30273421159088,2.94392816314568,5.69424583091407,2.84949904500044
"GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1",2.56126781642024,3.7689357967265,0,4.30273421159088,1.61632475605795
"GAVISH_3CA_MALIGNANT_METAPROGRAM_25_ASTROCYTES",2.56126781642024,5.52201319044959,2.05721100881878,5.08964182642378,3.13077459853555
"GAVISH_3CA_MALIGNANT_METAPROGRAM_5_STRESS",2.56126781642024,4.65411156213159,1.61632475605795,5.9519440422814,3.7689357967265
"GAVISH_3CA_MALIGNANT_METAPROGRAM_METAPROGRAM_6_HYPOXIA",2.56126781642024,5.52201319044959,1.09856809401842,5.26292365391609,2.94392816314568
"GAVISH_3CA_METAPROGRAM_B_CELLS_PLASMA",2.56126781642024,5.26292365391609,0,6.29448326855961,2.84949904500044
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_INTERFERON",2.56126781642024,4.82876001639103,0,4.82876001639103,2.56126781642024
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MONOCYTE_SECRETED",2.56126781642024,4.03700673556826,0,3.67896581763017,1.24029253760438
"bioplanet_1122_RNA polymerase II transcription",2.56126781642024,4.91585797723938,0,3.85858448754514,2.36395730752721
"bioplanet_1354_Validated nuclear estrogen receptor alpha network",2.56126781642024,4.30273421159088,1.372248786702,4.12581959490148,2.75430465448774
"bioplanet_1594_Muscle contraction",2.56126781642024,4.03700673556826,0,3.49795873474214,1.61632475605795
"bioplanet_1634_Protein folding",2.56126781642024,2.56126781642024,0,2.36395730752721,1.09856809401842
"bioplanet_1687_cAMP cell motility pathway inferred from amoeba model",2.56126781642024,3.22331192699552,0,3.13077459853555,0.942657008357277
"bioplanet_202_Lysosome",2.56126781642024,5.08964182642378,0.763890715865263,4.47879802300237,1.49703532919208
"bioplanet_258_RNA polymerase",2.56126781642024,3.31532673359404,0,3.85858448754514,0
"bioplanet_312_Chagas disease",2.56126781642024,4.3908657864606,0,3.67896581763017,0.539981142053585
"bioplanet_330_Ras-independent pathway in NK cell-mediated cytotoxicity",2.56126781642024,3.40686272261997,0,3.40686272261997,1.09856809401842
"bioplanet_343_Arginine and proline metabolism",2.56126781642024,2.94392816314568,2.16117219113697,3.85858448754514,2.94392816314568
"bioplanet_511_Signaling by FGFR in disease",2.56126781642024,4.65411156213159,0,4.30273421159088,1.84267338688252
"bioplanet_602_EGF/EGFR signaling pathway",2.56126781642024,4.3908657864606,1.09856809401842,3.94793460398317,1.73126325977237
"bioplanet_650_CXCR4 signaling pathway",2.56126781642024,3.85858448754514,1.24029253760438,4.65411156213159,1.49703532919208
"bioplanet_888_Regulation of transcription by NOTCH1 intracellular domain",2.56126781642024,2.94392816314568,0,2.05721100881878,1.61632475605795
"GAVISH_3CA_MALIGNANT_METAPROGRAM_16_MES_GLIOMA",2.46321203032535,2.94392816314568,0,3.40686272261997,2.46321203032535
"GAVISH_3CA_MALIGNANT_METAPROGRAM_8_PROTEASOMAL_DEGRADATION",2.46321203032535,4.65411156213159,0,4.65411156213159,2.6582603490473
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_STRESS_HSP",2.46321203032535,4.30273421159088,1.24029253760438,4.65411156213159,2.75430465448774
"HALLMARK_BILE_ACID_METABOLISM",2.46321203032535,3.58864942322419,0,4.56654292963983,2.75430465448774
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2.46321203032535,3.94793460398317,0,5.17634218757402,3.13077459853555
"bioplanet_1016_Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family",2.46321203032535,4.47879802300237,0,4.21439023064018,1.49703532919208
"bioplanet_1277_Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha",2.46321203032535,3.94793460398317,0.11267619700103,4.12581959490148,1.84267338688252
"bioplanet_1321_Regular glucocorticoid receptor pathway",2.46321203032535,3.22331192699552,0,3.67896581763017,1.09856809401842
"bioplanet_1340_ERBB1 downstream pathway",2.46321203032535,5.34939227464052,0,4.74151411741105,2.26334212484057
"bioplanet_1432_Leptin influence on immune response",2.46321203032535,3.03766536355106,0,5.00281608039784,2.6582603490473
"bioplanet_1635_RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways",2.46321203032535,3.58864942322419,0.942657008357277,3.7689357967265,0.763890715865263
"bioplanet_1669_Epidermal growth factor receptor (EGFR) pathway",2.46321203032535,3.40686272261997,0,4.3908657864606,1.09856809401842
"bioplanet_1763_Senescence and autophagy",2.46321203032535,4.56654292963983,1.61632475605795,3.94793460398317,0
"bioplanet_295_Dilated cardiomyopathy",2.46321203032535,4.30273421159088,0,4.03700673556826,1.372248786702
"bioplanet_303_Allograft rejection",2.46321203032535,4.47879802300237,1.73126325977237,5.60817569519754,3.49795873474214
"bioplanet_450_PPAR signaling pathway",2.46321203032535,4.3908657864606,0,4.56654292963983,1.24029253760438
"bioplanet_551_Thyroid-stimulating hormone signaling pathway",2.46321203032535,4.74151411741105,0,3.03766536355106,1.73126325977237
"bioplanet_554_G13 signaling pathway",2.46321203032535,3.13077459853555,0,3.49795873474214,0
"bioplanet_824_Glucose metabolism",2.46321203032535,4.21439023064018,0,3.40686272261997,2.16117219113697
"bioplanet_875_Autodegradation of Cdh1 by Cdh1-APC/C",2.46321203032535,4.65411156213159,1.09856809401842,4.65411156213159,1.61632475605795
"bioplanet_975_O-linked glycosylation of mucins",2.46321203032535,3.94793460398317,0.539981142053585,5.60817569519754,2.84949904500044
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_DYSFUNCTION",2.36395730752721,3.22331192699552,0.539981142053585,3.49795873474214,1.73126325977237
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_NF_KB",2.36395730752721,3.40686272261997,0,4.12581959490148,1.49703532919208
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EPISEN",2.36395730752721,3.49795873474214,0,4.21439023064018,2.16117219113697
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_9",2.36395730752721,4.03700673556826,0.539981142053585,4.30273421159088,2.84949904500044
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_PROTEASOMAL_DEGRADATION",2.36395730752721,4.21439023064018,0.539981142053585,4.3908657864606,3.13077459853555
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.36395730752721,4.12581959490148,0,4.3908657864606,0.539981142053585
"bioplanet_1141_Diurnally regulated genes with circadian orthologs",2.36395730752721,3.40686272261997,0,3.58864942322419,0
"bioplanet_1367_Insulin regulation of blood glucose",2.36395730752721,4.21439023064018,0,3.67896581763017,0
"bioplanet_1408_Licensing factor removal from origins",2.36395730752721,4.3908657864606,0,4.56654292963983,1.61632475605795
"bioplanet_1475_Asparagine N-linked glycosylation",2.36395730752721,4.21439023064018,0,4.21439023064018,1.95116673061752
"bioplanet_308_Epithelial cell signaling in Helicobacter pylori infection",2.36395730752721,2.36395730752721,0,3.94793460398317,1.49703532919208
"bioplanet_481_Notch signaling pathway",2.36395730752721,3.7689357967265,0,4.56654292963983,1.95116673061752
"bioplanet_492_Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2.36395730752721,3.85858448754514,0,3.13077459853555,1.61632475605795
"bioplanet_547_Fas signaling pathway",2.36395730752721,3.67896581763017,1.73126325977237,4.30273421159088,1.49703532919208
"bioplanet_616_FoxO family signaling",2.36395730752721,3.7689357967265,0,3.40686272261997,1.49703532919208
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_ENDO_7",2.26334212484057,4.03700673556826,0,4.74151411741105,1.24029253760438
"HALLMARK_IL6_JAK_STAT3_SIGNALING",2.26334212484057,2.56126781642024,1.24029253760438,5.26292365391609,2.75430465448774
"HALLMARK_TGF_BETA_SIGNALING",2.26334212484057,3.67896581763017,0,4.21439023064018,1.61632475605795
"bioplanet_1473_Unfolded protein response",2.26334212484057,3.31532673359404,0,3.49795873474214,1.49703532919208
"bioplanet_261_RNA degradation",2.26334212484057,2.84949904500044,0,2.46321203032535,0
"bioplanet_409_Glutathione metabolism",2.26334212484057,5.00281608039784,0,3.94793460398317,2.26334212484057
"bioplanet_516_Signaling by insulin receptor",2.26334212484057,3.85858448754514,0,4.12581959490148,0.763890715865263
"bioplanet_703_p75 neurotrophin receptor-mediated signaling",2.26334212484057,2.94392816314568,0,3.94793460398317,1.73126325977237
"bioplanet_9_Rho cell motility signaling pathway",2.26334212484057,0.11267619700103,0,0.942657008357277,0
"GAVISH_3CA_MALIGNANT_METAPROGRAM_37_HEMATO_RELATED_2",2.16117219113697,3.7689357967265,0,3.58864942322419,0.11267619700103
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_HEV_1",2.16117219113697,3.13077459853555,1.49703532919208,4.56654292963983,2.84949904500044
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_HEV_2",2.16117219113697,3.03766536355106,0,3.94793460398317,0
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_CILIA",2.16117219113697,3.13077459853555,0,2.36395730752721,1.61632475605795
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_7",2.16117219113697,3.85858448754514,0,4.47879802300237,0.539981142053585
"bioplanet_1034_Chromosome maintenance",2.16117219113697,3.31532673359404,0,3.49795873474214,1.372248786702
"bioplanet_1144_MicroRNAs in cardiomyocyte hypertrophy",2.16117219113697,3.49795873474214,0,5.08964182642378,2.56126781642024
"bioplanet_1370_Myc repressed pathway",2.16117219113697,2.75430465448774,0,5.08964182642378,2.56126781642024
"bioplanet_1501_Circadian rhythm",2.16117219113697,3.13077459853555,0,1.73126325977237,0
"bioplanet_1704_Selenium pathway",2.16117219113697,3.94793460398317,0,4.12581959490148,2.05721100881878
"bioplanet_205_Peroxisome",2.16117219113697,4.56654292963983,0,4.82876001639103,1.84267338688252
"bioplanet_372_Pyruvate metabolism",2.16117219113697,3.7689357967265,0,3.94793460398317,1.372248786702
"bioplanet_448_Gastric acid secretion",2.16117219113697,4.21439023064018,0,3.40686272261997,0
"bioplanet_477_Long-term depression",2.16117219113697,3.94793460398317,0,5.08964182642378,0.11267619700103
"bioplanet_525_Signaling by TGF-beta receptor complex",2.16117219113697,4.03700673556826,0,3.85858448754514,1.372248786702
"bioplanet_52_Chromatin remodeling by hSWI/SNF ATP-dependent complexes",2.16117219113697,1.09856809401842,0,1.95116673061752,0
"bioplanet_578_CDC42 signaling events",2.16117219113697,2.75430465448774,0,3.40686272261997,0
"bioplanet_605_G-protein signaling pathways",2.16117219113697,3.13077459853555,0,3.40686272261997,0
"bioplanet_702_Apoptosis modulation and signaling",2.16117219113697,3.40686272261997,0.11267619700103,3.94793460398317,1.372248786702
"bioplanet_982_Nef in HIV-1 replication and disease pathogenesis",2.16117219113697,3.31532673359404,0,4.03700673556826,0
"GAVISH_3CA_MALIGNANT_METAPROGRAM_12_EMT_1",2.05721100881878,3.13077459853555,0,3.94793460398317,1.84267338688252
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_INTERFERON",2.05721100881878,4.47879802300237,0,4.3908657864606,2.84949904500044
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_ENDO_2",2.05721100881878,2.26334212484057,0,3.31532673359404,0.942657008357277
"bioplanet_1178_ATM-dependent DNA damage response",2.05721100881878,3.40686272261997,0,3.49795873474214,2.05721100881878
"bioplanet_1247_GPCR ligand binding",2.05721100881878,4.3908657864606,0.763890715865263,4.47879802300237,3.94793460398317
"bioplanet_1337_Integrins in angiogenesis",2.05721100881878,2.56126781642024,0,3.22331192699552,0
"bioplanet_1382_HNF3A pathway",2.05721100881878,3.67896581763017,0.539981142053585,2.84949904500044,2.46321203032535
"bioplanet_1498_Cell surface interactions at the vascular wall",2.05721100881878,4.03700673556826,0,2.94392816314568,0.942657008357277
"bioplanet_1500_Cellular response to hypoxia",2.05721100881878,1.95116673061752,0,2.84949904500044,0.539981142053585
"bioplanet_1769_Metapathway biotransformation",2.05721100881878,3.58864942322419,0,4.12581959490148,3.03766536355106
"bioplanet_227_ERBB signaling pathway",2.05721100881878,3.49795873474214,0,3.49795873474214,1.09856809401842
"bioplanet_310_Shigellosis",2.05721100881878,3.58864942322419,0,3.49795873474214,0
"bioplanet_517_Signaling by interleukins",2.05721100881878,4.65411156213159,0,5.00281608039784,0.942657008357277
"bioplanet_522_Signaling by PDGF",2.05721100881878,4.47879802300237,0,3.85858448754514,0.763890715865263
"bioplanet_671_Androgen receptor signaling, proteolysis, and transcription regulation",2.05721100881878,3.58864942322419,0,4.12581959490148,1.61632475605795
"bioplanet_688_Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling",2.05721100881878,4.74151411741105,0,4.30273421159088,0.11267619700103
"bioplanet_691_Sprouty regulation of FGF signaling",2.05721100881878,1.49703532919208,0,1.24029253760438,1.73126325977237
"bioplanet_813_Nucleotide metabolism",2.05721100881878,4.82876001639103,0,3.58864942322419,2.26334212484057
"bioplanet_941_Mitochondrial protein import",2.05721100881878,3.85858448754514,0,3.13077459853555,0
"GAVISH_3CA_MALIGNANT_METAPROGRAM_41_UNASSIGNED",1.95116673061752,3.85858448754514,1.372248786702,3.67896581763017,1.95116673061752
"bioplanet_1331_Interleukin-2/PI3K pathway",1.95116673061752,2.6582603490473,0,3.03766536355106,0
"bioplanet_1353_p38 MK2 pathway",1.95116673061752,4.12581959490148,0,3.31532673359404,0
"bioplanet_1360_p38 alpha/beta MAPK downstream pathway",1.95116673061752,2.05721100881878,0,2.16117219113697,1.95116673061752
"bioplanet_1376_PI3K/PLC/TRK pathway",1.95116673061752,3.85858448754514,0,3.22331192699552,0
"bioplanet_1424_Gastrin pathway",1.95116673061752,3.22331192699552,0.763890715865263,4.47879802300237,4.30273421159088
"bioplanet_1445_TNF-alpha effects on cytokine activity, cell motility, and apoptosis",1.95116673061752,3.58864942322419,0.11267619700103,3.31532673359404,1.09856809401842
"bioplanet_1472_Transmission across chemical synapses",1.95116673061752,3.13077459853555,0,3.58864942322419,1.49703532919208
"bioplanet_1491_Biological oxidations",1.95116673061752,3.13077459853555,0.11267619700103,4.03700673556826,2.56126781642024
"bioplanet_1535_Factors involved in megakaryocyte development and platelet production",1.95116673061752,3.85858448754514,0,2.94392816314568,1.372248786702
"bioplanet_1675_Interleukin-1 signaling pathway",1.95116673061752,3.67896581763017,0,4.21439023064018,1.61632475605795
"bioplanet_198_Adherens junction cell adhesion",1.95116673061752,3.03766536355106,0,3.31532673359404,1.49703532919208
"bioplanet_232_TGF-beta regulation of skeletal system development",1.95116673061752,4.21439023064018,0,4.21439023064018,1.84267338688252
"bioplanet_400_Arachidonic acid metabolism",1.95116673061752,3.67896581763017,0.942657008357277,4.03700673556826,1.84267338688252
"bioplanet_444_Cardiac muscle contraction",1.95116673061752,4.74151411741105,0,5.26292365391609,1.84267338688252
"bioplanet_629_Interleukin-6 signaling pathway",1.95116673061752,4.21439023064018,0.942657008357277,4.56654292963983,1.73126325977237
"bioplanet_87_Corticosteroids and cardioprotection",1.95116673061752,2.75430465448774,0,0.942657008357277,0
"bioplanet_883_Ubiquitin-mediated degradation of phosphorylated Cdc25A",1.95116673061752,4.74151411741105,0.942657008357277,5.52201319044959,1.61632475605795
"bioplanet_955_Glycolysis",1.95116673061752,3.67896581763017,0,2.46321203032535,1.95116673061752
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_STRESS",1.84267338688252,4.47879802300237,0,5.43575369515348,0.942657008357277
"HALLMARK_E2F_TARGETS",1.84267338688252,4.30273421159088,0,3.94793460398317,2.05721100881878
"bioplanet_1002_Integrin-mediated cell adhesion",1.84267338688252,3.31532673359404,0,3.85858448754514,1.372248786702
"bioplanet_1121_RNA polymerase I transcription",1.84267338688252,3.85858448754514,0,2.84949904500044,0
"bioplanet_1124_RNA polymerase III transcription initiation from type 2 promoter",1.84267338688252,3.85858448754514,0,2.16117219113697,0
"bioplanet_1133_Messenger RNA capping",1.84267338688252,3.7689357967265,0,3.13077459853555,0
"bioplanet_1276_Proteasome complex",1.84267338688252,4.12581959490148,0,4.12581959490148,1.372248786702
"bioplanet_1278_Interferon-beta enhancer pathway",1.84267338688252,2.84949904500044,0,2.46321203032535,0
"bioplanet_1363_Delta Np63 pathway",1.84267338688252,3.40686272261997,0,2.6582603490473,0
"bioplanet_1379_Rac1 cell motility signaling pathway",1.84267338688252,3.7689357967265,0,3.85858448754514,1.73126325977237
"bioplanet_1549_Generic transcription pathway",1.84267338688252,4.74151411741105,0.763890715865263,4.03700673556826,2.84949904500044
"bioplanet_1744_Striated muscle contraction",1.84267338688252,3.49795873474214,0,3.94793460398317,0.942657008357277
"bioplanet_263_Ubiquitin-mediated proteolysis",1.84267338688252,3.40686272261997,0,3.67896581763017,0
"bioplanet_285_Prostate cancer",1.84267338688252,3.03766536355106,1.09856809401842,4.21439023064018,2.16117219113697
"bioplanet_292_Small cell lung cancer",1.84267338688252,2.46321203032535,0.539981142053585,3.31532673359404,1.09856809401842
"bioplanet_324_CTL mediated immune response against target cells",1.84267338688252,2.6582603490473,0,3.22331192699552,1.24029253760438
"bioplanet_567_Interleukin-5 signaling pathway",1.84267338688252,4.03700673556826,2.6582603490473,3.67896581763017,1.84267338688252
"bioplanet_581_TWEAK signaling pathway",1.84267338688252,1.372248786702,0,2.46321203032535,0
"bioplanet_707_Activated NOTCH1 signaling in the nucleus",1.84267338688252,1.61632475605795,0,1.61632475605795,0
"GAVISH_3CA_METAPROGRAM_B_CELLS_INTERFERON",1.73126325977237,4.82876001639103,0,5.26292365391609,2.84949904500044
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_2",1.73126325977237,3.67896581763017,0,4.12581959490148,0
"bioplanet_1305_Androgen receptor proteolysis and transcription regulation",1.73126325977237,1.95116673061752,0,3.85858448754514,0.11267619700103
"bioplanet_1351_C-Myb transcription factor network",1.73126325977237,4.65411156213159,2.16117219113697,5.26292365391609,3.40686272261997
